student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,math_score,science_score,english_score,overall_score
6317,18,other,public,post graduate,6.9,99.0,no,15-30 min,yes,71.2,86.8,86.8,85.0
13957,18,other,private,graduate,1.6,65.5,yes,<15 min,yes,46.5,44.1,48.9,42.6
6470,14,male,private,high school,7.5,66.3,yes,15-30 min,no,71.8,59.8,72.0,81.1
13722,15,male,private,graduate,3.3,78.1,yes,30-60 min,no,39.5,63.5,74.7,54.0
9334,18,female,private,diploma,7.5,60.0,yes,>60 min,no,87.4,90.6,78.1,84.5
10003,17,female,public,graduate,1.3,80.7,yes,<15 min,no,55.5,62.9,48.1,49.1
8916,17,male,private,graduate,4.8,75.6,yes,30-60 min,no,73.9,73.2,74.2,74.7
225,18,male,private,post graduate,6.0,80.6,yes,15-30 min,yes,85.5,91.5,82.8,77.4
12820,15,female,public,no formal,4.8,82.7,yes,15-30 min,yes,53.4,75.9,70.8,68.2
4209,15,other,private,phd,3.6,63.4,yes,30-60 min,no,51.6,69.0,67.0,60.0
6284,15,other,public,graduate,0.9,58.2,yes,15-30 min,yes,35.4,28.3,50.3,34.0
12847,16,other,public,phd,7.0,67.8,yes,30-60 min,no,100.0,94.7,88.9,90.5
2049,18,female,private,graduate,2.0,76.7,yes,15-30 min,no,42.8,53.4,46.6,47.5
6234,14,male,public,high school,4.7,57.9,yes,>60 min,yes,53.8,69.8,67.9,57.1
12942,16,other,public,post graduate,0.7,60.0,yes,>60 min,no,11.3,15.8,19.9,20.4
12608,14,female,private,phd,2.8,56.7,yes,>60 min,yes,40.6,45.5,42.0,39.6
9766,17,other,public,graduate,3.4,59.4,yes,>60 min,no,61.5,44.5,66.8,50.8
1829,17,male,public,phd,7.6,91.3,yes,>60 min,no,100.0,100.0,100.0,100.0
1918,16,female,public,no formal,7.7,69.0,yes,>60 min,no,81.5,86.2,81.9,83.6
4235,15,other,public,phd,2.1,99.5,yes,15-30 min,yes,72.1,63.2,58.9,63.9
6989,16,female,private,phd,6.9,71.1,yes,<15 min,yes,76.9,64.0,77.3,77.7
2027,17,male,public,graduate,2.1,56.0,yes,15-30 min,no,41.3,50.9,51.8,42.6
14595,14,female,private,no formal,3.8,97.9,yes,<15 min,yes,93.9,73.2,81.6,77.1
3745,15,male,public,high school,3.5,62.9,yes,30-60 min,yes,43.5,54.2,66.9,55.2
9094,19,female,private,diploma,7.1,80.2,yes,<15 min,yes,84.4,97.7,93.9,88.1
12978,14,other,public,no formal,3.0,71.7,yes,>60 min,yes,47.1,64.3,64.5,60.0
10232,19,other,public,no formal,6.6,89.5,yes,<15 min,no,100.0,100.0,100.0,94.0
10,14,female,public,diploma,6.8,62.4,yes,>60 min,no,71.9,70.4,81.3,69.6
261,18,female,public,post graduate,4.0,87.4,yes,15-30 min,yes,80.5,88.2,60.3,75.8
6039,16,female,private,high school,4.8,72.2,yes,15-30 min,no,60.0,66.2,41.5,62.5
9866,18,male,public,diploma,7.3,56.9,no,15-30 min,yes,87.5,76.2,65.7,83.4
2220,15,male,private,post graduate,2.0,71.0,yes,<15 min,no,56.9,54.9,41.9,47.5
7042,17,female,public,post graduate,2.5,54.9,yes,<15 min,yes,36.0,39.4,45.9,41.7
2061,19,female,public,high school,4.9,96.0,no,30-60 min,yes,92.5,69.9,93.3,85.0
5288,19,male,private,graduate,7.6,58.3,yes,15-30 min,yes,89.3,95.0,100.0,93.6
11906,16,female,private,high school,1.8,59.4,yes,15-30 min,no,30.8,40.1,46.3,38.5
1620,19,other,public,graduate,5.9,52.8,yes,>60 min,no,76.8,57.4,70.4,71.3
8513,19,female,private,no formal,3.4,96.2,yes,>60 min,no,55.1,48.2,55.9,61.1
1343,14,other,private,post graduate,3.1,63.4,yes,>60 min,yes,45.4,44.9,42.6,56.4
13925,18,other,private,diploma,7.6,77.4,yes,30-60 min,no,93.3,96.9,100.0,91.1
10569,19,other,public,phd,1.4,81.8,yes,30-60 min,yes,45.4,39.1,53.3,48.2
2833,15,other,public,graduate,3.8,65.2,yes,30-60 min,no,62.0,58.6,59.5,56.2
2825,17,male,private,high school,2.5,96.7,yes,<15 min,yes,64.5,67.3,60.6,58.2
1995,18,male,private,phd,2.1,55.0,yes,<15 min,yes,44.0,35.8,51.3,47.6
11151,14,other,public,no formal,6.5,82.4,yes,15-30 min,yes,86.4,67.4,81.8,87.8
14232,19,male,public,graduate,5.5,53.3,no,30-60 min,no,73.7,63.6,68.1,72.4
10231,14,other,public,diploma,4.0,53.5,yes,>60 min,no,48.7,62.6,52.2,48.2
3491,14,male,private,high school,2.0,67.1,yes,>60 min,yes,37.5,46.4,42.8,40.6
11870,15,other,public,no formal,4.5,97.3,no,<15 min,yes,76.9,72.3,61.8,66.8
9311,18,female,private,post graduate,5.1,95.9,yes,30-60 min,no,71.1,49.1,66.6,70.4
7985,18,other,public,graduate,1.5,53.6,yes,30-60 min,no,45.7,23.4,19.5,27.2
1605,14,other,public,high school,3.1,50.7,yes,30-60 min,yes,36.7,38.9,28.3,38.1
14654,19,other,private,high school,6.0,54.1,yes,>60 min,yes,78.5,99.6,86.3,77.0
12220,17,male,public,phd,7.8,87.7,yes,30-60 min,no,97.0,100.0,67.8,97.9
236,18,other,private,diploma,1.3,88.3,yes,>60 min,no,34.5,37.6,53.8,39.4
10162,15,male,private,phd,7.8,69.6,yes,>60 min,yes,98.5,100.0,100.0,96.3
12622,14,male,private,high school,7.6,99.1,yes,>60 min,yes,100.0,90.7,100.0,100.0
1909,14,female,public,diploma,2.5,96.4,yes,30-60 min,no,69.6,67.0,56.8,60.5
8568,14,other,public,post graduate,3.1,93.4,yes,30-60 min,no,66.9,69.3,49.6,66.0
3531,16,male,public,post graduate,1.3,94.8,yes,30-60 min,no,47.4,50.2,47.7,54.0
5257,14,other,public,graduate,5.0,60.5,yes,15-30 min,yes,79.2,68.4,67.7,73.6
2636,14,other,private,high school,3.3,65.5,no,15-30 min,no,68.3,46.1,52.5,53.5
8163,16,other,public,no formal,2.7,93.6,yes,<15 min,no,35.6,54.7,46.6,49.6
9763,19,male,private,diploma,3.7,72.0,yes,30-60 min,yes,58.3,64.9,46.5,55.0
2561,17,male,public,phd,2.0,66.5,no,>60 min,yes,52.9,68.9,41.9,51.6
5416,15,male,public,post graduate,3.6,90.5,yes,>60 min,yes,68.9,65.3,50.9,57.5
3392,17,male,public,post graduate,4.6,97.5,yes,<15 min,no,79.7,83.1,60.8,71.0
11158,19,other,public,phd,2.7,94.4,no,15-30 min,yes,40.5,55.1,47.3,58.7
11836,18,female,public,no formal,5.1,58.7,yes,>60 min,no,56.6,70.9,80.1,68.3
5952,18,male,private,no formal,5.7,74.2,yes,15-30 min,no,70.7,77.7,81.5,80.8
5469,17,other,public,no formal,1.0,80.4,no,>60 min,no,25.1,30.4,46.8,35.7
8008,15,female,public,no formal,7.9,83.6,yes,30-60 min,yes,92.2,95.1,91.7,92.7
12043,17,other,public,post graduate,4.2,95.2,yes,30-60 min,yes,58.8,91.0,73.0,71.1
9065,17,female,public,no formal,6.3,62.0,yes,>60 min,no,67.3,89.0,73.0,70.7
9445,18,male,public,diploma,2.9,54.4,yes,30-60 min,yes,56.8,48.3,46.0,50.6
6414,14,other,private,no formal,2.5,90.6,yes,30-60 min,no,53.6,48.4,55.5,63.1
14140,18,other,public,graduate,2.4,92.2,yes,30-60 min,yes,80.6,52.1,80.5,64.2
6942,16,female,public,high school,1.1,52.8,yes,15-30 min,yes,25.9,33.7,28.1,21.8
9507,15,other,public,graduate,5.8,92.8,yes,30-60 min,no,85.1,94.7,85.4,89.5
4821,17,female,private,phd,1.1,58.6,yes,<15 min,yes,15.2,28.0,18.4,23.8
14341,15,male,public,high school,5.5,66.5,yes,30-60 min,yes,75.4,64.6,76.9,79.5
2899,18,female,public,high school,6.5,85.3,yes,>60 min,yes,67.8,67.3,78.4,77.9
7547,17,male,private,diploma,7.0,59.8,yes,30-60 min,yes,70.9,73.9,92.2,87.1
78,15,male,public,post graduate,7.0,60.1,yes,<15 min,yes,71.2,87.5,84.0,80.7
7578,16,female,private,phd,5.9,68.7,yes,<15 min,yes,100.0,95.3,62.3,77.5
10814,16,other,private,phd,4.5,56.1,yes,30-60 min,no,41.6,51.5,49.9,55.9
4228,17,male,private,high school,0.7,51.7,yes,30-60 min,no,24.4,41.4,17.0,30.6
601,17,other,public,no formal,1.2,52.8,no,15-30 min,yes,38.2,33.3,43.2,39.5
14061,18,male,public,phd,1.6,95.7,yes,15-30 min,yes,63.0,65.1,44.1,56.8
1066,16,female,public,no formal,2.6,64.2,yes,30-60 min,no,45.3,51.6,40.5,49.2
2137,17,other,public,post graduate,5.1,90.9,yes,>60 min,yes,64.2,59.1,83.3,67.4
10642,14,male,public,graduate,1.8,85.0,no,<15 min,no,60.7,37.2,57.3,52.8
10536,19,male,private,graduate,4.1,82.1,yes,<15 min,yes,70.1,59.1,59.1,56.6
10056,15,male,public,phd,4.2,85.6,yes,30-60 min,no,68.3,67.8,66.6,66.5
9511,15,female,public,diploma,7.8,93.0,yes,15-30 min,yes,95.1,88.4,100.0,92.8
12904,15,other,public,diploma,1.3,66.1,yes,15-30 min,no,51.7,36.0,22.3,31.5
11790,14,male,public,post graduate,1.1,52.9,yes,30-60 min,yes,47.6,38.6,32.5,38.9
6944,16,other,private,high school,2.7,59.0,yes,<15 min,yes,34.6,32.0,45.0,37.5
11955,16,female,public,no formal,6.7,56.3,yes,>60 min,no,83.4,89.9,73.7,76.7
7805,18,other,private,graduate,3.1,73.5,yes,>60 min,yes,62.8,51.8,42.3,51.5
6566,15,male,private,no formal,3.8,87.5,yes,15-30 min,no,61.1,39.6,66.3,62.8
5985,14,male,private,no formal,7.4,54.9,yes,30-60 min,no,91.8,81.5,84.0,85.5
5143,17,female,public,graduate,7.3,77.1,yes,30-60 min,yes,91.9,100.0,84.1,93.6
4671,14,female,public,diploma,3.7,99.1,yes,>60 min,no,66.1,66.2,71.0,69.3
2191,16,male,private,post graduate,7.2,83.8,yes,>60 min,yes,83.0,68.5,64.2,94.0
9185,19,female,private,graduate,2.5,52.9,yes,15-30 min,no,58.9,47.7,44.1,47.5
2713,19,male,public,post graduate,2.0,58.3,yes,>60 min,no,30.9,46.5,41.2,46.4
2193,15,other,public,phd,6.6,70.7,yes,30-60 min,yes,95.6,82.6,100.0,89.3
1249,15,other,public,no formal,5.3,98.2,yes,>60 min,yes,79.9,74.8,96.1,78.0
11247,14,other,public,phd,5.4,76.1,yes,30-60 min,no,86.1,68.7,52.9,79.7
12791,14,male,private,high school,3.5,92.1,yes,30-60 min,yes,60.3,72.6,51.3,62.1
4034,15,other,private,phd,0.9,65.3,yes,30-60 min,yes,43.2,40.2,40.9,32.6
1998,19,female,private,diploma,7.6,75.8,yes,>60 min,yes,92.5,100.0,96.6,98.1
13109,18,male,private,phd,4.4,62.1,yes,>60 min,yes,61.7,68.1,60.9,64.6
3688,19,male,private,phd,6.0,87.8,yes,15-30 min,yes,73.0,69.0,49.0,76.6
10344,17,other,private,phd,4.9,53.5,yes,>60 min,yes,58.4,72.1,66.2,61.1
4019,15,male,public,no formal,5.2,82.7,yes,>60 min,yes,64.2,70.1,58.8,75.3
11303,14,female,public,post graduate,7.0,52.0,yes,<15 min,no,81.3,71.1,66.9,77.2
1971,18,other,private,graduate,6.0,64.0,yes,<15 min,yes,92.2,90.5,100.0,81.4
8390,15,male,private,post graduate,3.5,85.7,no,>60 min,no,80.3,53.0,68.5,61.2
5766,17,male,private,no formal,1.6,76.1,yes,15-30 min,yes,16.8,43.8,40.2,36.0
10819,17,female,public,post graduate,4.6,90.2,yes,30-60 min,yes,79.8,63.1,59.1,75.7
14727,16,other,private,diploma,4.3,97.5,yes,30-60 min,no,83.8,79.9,72.8,78.6
1203,19,other,private,high school,7.3,88.1,yes,<15 min,yes,87.1,100.0,82.7,100.0
8136,18,other,private,phd,2.6,99.9,yes,>60 min,yes,80.0,53.3,72.2,65.9
14890,14,other,public,post graduate,1.2,63.0,yes,30-60 min,yes,27.9,23.2,42.0,32.3
5568,16,other,private,no formal,5.8,50.0,yes,30-60 min,no,60.0,74.6,82.7,73.2
7668,16,female,private,phd,3.8,71.6,yes,>60 min,yes,57.2,55.7,58.9,55.1
5743,19,other,private,phd,5.1,66.6,no,30-60 min,no,76.9,80.2,76.1,73.3
5789,17,other,private,no formal,3.9,96.3,yes,30-60 min,yes,60.8,65.0,66.6,61.9
5409,17,female,public,no formal,4.6,94.3,yes,>60 min,no,68.8,76.9,75.9,77.2
10228,19,other,public,no formal,7.8,83.7,yes,15-30 min,no,100.0,100.0,100.0,98.8
8670,19,male,private,high school,5.6,52.3,yes,15-30 min,no,60.0,60.0,69.3,58.4
9447,19,male,public,high school,3.2,60.0,yes,30-60 min,no,56.4,51.4,45.3,47.6
923,16,male,public,high school,7.9,72.2,yes,<15 min,yes,92.6,88.7,71.1,86.6
420,17,female,private,high school,2.3,76.3,yes,>60 min,no,66.5,47.9,62.9,58.8
2205,16,male,public,diploma,5.2,90.2,no,<15 min,no,68.6,80.3,84.0,81.4
10790,16,female,private,graduate,6.9,50.2,yes,>60 min,no,85.6,60.0,62.8,77.3
1121,14,male,private,high school,1.3,64.8,yes,<15 min,yes,53.6,42.1,24.5,36.1
11261,15,female,private,diploma,1.2,68.2,yes,>60 min,no,44.8,37.3,9.6,29.9
951,14,other,public,no formal,6.4,62.5,yes,<15 min,no,98.7,96.3,90.0,86.1
2337,16,male,private,graduate,5.2,69.7,yes,15-30 min,no,70.7,77.1,93.1,71.3
5374,15,female,public,high school,4.6,95.4,yes,>60 min,yes,78.9,92.2,93.2,80.7
2244,14,female,private,no formal,0.5,59.7,yes,15-30 min,yes,47.3,37.0,45.2,29.8
2646,14,female,public,diploma,7.6,81.0,yes,15-30 min,yes,100.0,95.9,100.0,95.5
10050,17,female,private,phd,5.1,97.5,yes,15-30 min,yes,94.1,97.8,83.2,82.5
4613,18,female,private,no formal,6.1,62.5,yes,>60 min,no,74.0,86.4,73.3,68.7
13947,19,female,public,phd,7.2,87.6,yes,15-30 min,no,100.0,100.0,100.0,95.5
1866,16,other,public,phd,2.7,94.6,yes,30-60 min,yes,67.4,87.1,47.6,69.2
11105,15,male,private,graduate,3.9,92.1,yes,>60 min,yes,35.2,74.1,56.1,59.0
13430,17,male,private,no formal,5.7,75.1,yes,15-30 min,no,57.7,67.6,53.2,65.7
11046,16,female,public,no formal,1.1,71.0,yes,15-30 min,yes,32.5,22.1,29.3,36.4
6029,17,female,private,no formal,3.4,73.2,yes,>60 min,no,52.0,64.0,67.6,60.4
7327,15,other,public,graduate,1.5,85.1,yes,<15 min,no,30.4,33.3,63.5,47.7
13103,16,female,private,high school,2.7,85.5,yes,<15 min,yes,59.0,51.9,55.7,62.7
6372,14,female,public,diploma,6.8,73.7,yes,>60 min,yes,81.4,82.0,92.7,92.8
14189,19,male,private,phd,6.4,74.5,yes,15-30 min,yes,78.2,88.2,86.4,79.8
6360,17,female,private,high school,3.2,99.1,yes,15-30 min,no,58.4,75.2,66.2,63.3
7864,17,male,private,phd,1.3,80.5,yes,<15 min,yes,54.3,61.2,34.1,45.6
14351,14,male,public,graduate,2.0,66.1,yes,<15 min,no,51.6,37.5,49.3,44.3
3229,18,male,private,no formal,6.3,84.5,yes,30-60 min,no,89.5,100.0,99.3,89.4
3720,15,male,private,no formal,3.1,72.5,yes,15-30 min,yes,52.0,52.1,51.4,58.2
11421,17,male,private,high school,7.3,86.4,yes,15-30 min,no,93.1,100.0,100.0,87.1
14383,16,female,public,high school,1.4,93.3,yes,15-30 min,yes,61.9,60.8,52.2,46.2
2372,18,male,public,high school,3.2,91.6,yes,>60 min,no,59.3,78.9,64.5,58.8
2892,17,other,private,no formal,7.4,72.5,yes,30-60 min,no,59.4,79.9,81.3,86.6
3757,17,male,private,post graduate,6.2,97.1,yes,15-30 min,yes,98.8,82.6,100.0,98.4
4226,15,female,public,no formal,2.6,79.6,yes,>60 min,yes,50.6,35.7,54.6,49.7
95,19,male,private,no formal,4.0,93.9,yes,<15 min,no,80.2,93.9,87.6,76.8
2675,19,male,public,high school,1.7,56.0,yes,<15 min,no,16.3,28.8,42.6,30.6
6899,19,male,public,no formal,7.0,97.3,no,>60 min,no,83.7,90.7,94.5,97.2
10148,17,male,public,graduate,5.9,97.3,yes,>60 min,no,95.7,96.3,98.2,83.2
794,18,female,private,high school,0.6,93.6,yes,<15 min,yes,41.0,56.2,33.3,43.2
10027,19,male,private,no formal,7.5,97.9,no,<15 min,no,100.0,90.2,87.3,92.9
2117,19,female,private,no formal,4.3,64.9,yes,>60 min,no,68.4,72.5,90.4,68.9
5780,14,male,public,phd,2.6,69.1,yes,>60 min,no,71.3,51.0,56.9,57.5
12299,18,other,public,diploma,6.6,80.8,yes,>60 min,no,100.0,92.5,83.4,85.2
11518,15,male,public,high school,3.4,58.0,yes,<15 min,no,44.0,53.8,54.9,55.8
14154,15,female,private,phd,2.1,87.8,yes,15-30 min,no,35.2,52.4,48.0,47.9
11112,19,male,private,no formal,1.6,91.0,yes,30-60 min,yes,35.7,47.4,29.5,43.8
10790,16,female,private,graduate,6.9,50.2,yes,>60 min,no,85.6,60.0,62.8,77.3
11398,19,male,private,phd,5.5,74.1,yes,<15 min,yes,64.9,69.6,61.3,83.1
13000,17,female,private,post graduate,4.4,71.6,yes,<15 min,yes,83.4,71.9,76.9,73.8
6167,15,other,private,graduate,7.1,67.0,yes,<15 min,no,76.7,100.0,94.0,93.3
815,18,other,private,diploma,7.7,53.6,yes,15-30 min,no,90.0,93.4,80.1,91.8
346,15,other,public,no formal,3.3,65.7,yes,>60 min,yes,65.0,58.1,47.6,55.8
10542,19,female,private,graduate,2.4,87.6,yes,30-60 min,yes,64.7,76.3,44.5,58.4
8555,19,other,private,high school,7.6,91.7,yes,30-60 min,yes,96.6,100.0,93.1,100.0
2444,15,female,private,phd,2.1,63.5,yes,30-60 min,no,62.5,65.7,56.9,49.5
10458,15,female,public,post graduate,1.5,77.0,yes,15-30 min,no,55.9,58.8,46.8,49.6
10381,18,male,public,post graduate,4.9,91.3,yes,15-30 min,no,80.5,71.5,76.0,70.6
7784,17,female,private,phd,1.0,74.9,yes,15-30 min,yes,39.3,55.9,47.5,46.2
11198,17,other,private,post graduate,5.9,84.5,yes,<15 min,yes,97.6,94.5,87.1,87.4
11474,17,male,private,post graduate,6.1,71.1,yes,<15 min,yes,61.7,55.9,52.0,67.3
985,17,male,public,graduate,5.8,85.8,yes,<15 min,no,79.6,71.1,69.9,76.6
7791,19,female,public,high school,3.7,84.4,yes,15-30 min,yes,58.4,74.7,81.0,69.9
9832,18,other,private,phd,3.1,63.0,yes,>60 min,yes,44.9,44.7,60.8,56.6
828,19,other,private,phd,7.0,54.8,yes,>60 min,yes,65.1,72.1,71.2,69.7
10923,17,other,public,high school,6.3,85.9,yes,15-30 min,yes,100.0,100.0,81.1,92.8
3532,14,other,private,diploma,4.6,71.6,yes,<15 min,yes,61.3,61.1,44.1,70.5
7148,16,male,private,graduate,4.1,77.1,yes,<15 min,no,82.6,63.7,75.2,69.3
4452,15,other,public,high school,4.3,99.6,yes,<15 min,yes,61.8,65.1,89.4,68.8
13636,15,other,private,diploma,0.5,51.7,yes,30-60 min,yes,0.0,30.4,33.6,19.5
11128,15,other,private,high school,6.4,62.4,no,30-60 min,yes,66.8,51.7,75.4,69.3
3877,18,male,private,no formal,3.2,71.6,yes,>60 min,yes,69.7,55.7,74.1,58.4
5960,19,other,public,graduate,5.7,84.4,yes,>60 min,no,100.0,82.9,85.6,86.8
127,14,male,private,graduate,2.4,76.6,no,30-60 min,no,40.3,64.6,67.1,52.7
3178,15,female,private,high school,4.6,54.1,yes,15-30 min,no,41.2,51.6,76.8,55.4
11249,19,other,private,diploma,6.5,63.0,yes,>60 min,yes,83.4,91.6,73.3,85.4
8796,18,male,public,no formal,5.3,87.7,yes,>60 min,no,95.6,85.1,89.5,78.5
11642,18,male,private,post graduate,0.6,90.7,yes,<15 min,yes,44.5,33.2,32.6,37.7
6025,16,male,public,post graduate,3.3,69.0,yes,30-60 min,no,51.1,76.0,49.7,57.0
5110,15,other,public,no formal,5.2,94.3,no,30-60 min,no,93.7,70.1,86.1,84.5
4147,16,male,public,diploma,6.1,81.3,yes,>60 min,yes,86.5,95.3,77.1,90.0
7197,15,female,private,graduate,1.0,97.8,yes,30-60 min,no,44.9,45.6,37.2,49.6
11726,17,male,public,high school,2.4,94.8,yes,<15 min,yes,66.5,68.7,70.2,60.0
11560,14,female,private,phd,6.5,54.6,yes,30-60 min,yes,70.0,67.1,70.5,67.4
3369,16,male,public,diploma,3.4,53.5,yes,>60 min,yes,65.7,38.5,52.7,46.2
3798,14,other,private,post graduate,7.8,83.0,no,>60 min,yes,88.1,77.1,80.6,87.2
13719,15,female,public,diploma,4.3,52.5,yes,15-30 min,yes,46.9,59.0,55.6,62.9
1793,16,female,public,graduate,2.2,88.3,yes,<15 min,no,42.2,47.3,28.0,45.0
11054,15,female,private,diploma,4.6,60.3,yes,>60 min,yes,53.5,53.1,73.2,68.8
5733,19,other,private,diploma,3.2,70.9,yes,30-60 min,no,50.0,50.0,38.9,45.0
3477,17,male,private,high school,2.4,83.1,yes,15-30 min,no,59.4,69.1,55.9,59.7
3418,19,male,private,high school,5.1,99.0,yes,15-30 min,yes,51.4,74.3,60.3,75.0
1646,15,male,private,no formal,2.4,80.5,yes,<15 min,yes,50.0,38.8,50.6,44.5
14756,19,female,private,post graduate,7.6,81.0,yes,<15 min,no,100.0,89.8,81.1,92.2
9398,17,female,public,phd,7.2,97.9,no,15-30 min,yes,100.0,78.4,100.0,87.5
3031,18,male,public,no formal,0.8,57.4,yes,15-30 min,yes,30.2,11.5,18.2,24.9
2873,18,other,public,high school,7.9,81.2,yes,15-30 min,no,100.0,97.5,87.5,100.0
3073,15,female,private,high school,5.2,67.6,yes,<15 min,no,74.1,74.0,88.3,74.5
1855,14,female,private,high school,0.6,74.8,yes,<15 min,no,38.0,43.4,35.5,44.4
4022,14,female,public,post graduate,6.9,83.7,yes,30-60 min,no,86.6,88.2,81.1,88.4
4663,14,male,public,graduate,4.2,73.8,yes,<15 min,yes,58.9,53.8,55.8,58.9
6515,18,other,public,graduate,4.6,77.4,no,>60 min,yes,56.9,52.1,51.6,59.1
5032,19,male,public,graduate,6.5,71.8,yes,15-30 min,no,80.7,90.9,91.8,90.0
14223,17,female,public,no formal,0.7,55.8,no,30-60 min,no,35.2,22.6,37.9,37.7
2709,18,female,private,high school,7.3,56.1,yes,15-30 min,yes,98.2,79.9,96.8,88.1
11695,19,male,private,graduate,4.2,55.8,no,>60 min,no,69.4,58.7,69.4,63.9
7113,19,male,private,diploma,3.4,76.4,yes,<15 min,yes,67.0,52.8,59.1,66.5
9525,16,female,private,phd,5.5,50.9,yes,15-30 min,no,74.7,69.4,79.8,71.3
8394,14,other,public,no formal,1.1,90.7,yes,30-60 min,yes,43.9,34.9,53.4,47.5
3508,18,other,private,diploma,4.1,85.6,yes,15-30 min,no,44.9,66.9,59.5,64.4
6457,15,male,private,phd,4.3,53.0,yes,<15 min,no,64.6,53.8,64.4,61.6
4213,16,female,private,graduate,5.1,57.2,no,15-30 min,no,84.9,70.9,53.7,71.5
13225,16,female,public,no formal,2.1,95.2,no,15-30 min,no,64.2,29.8,56.9,45.5
7971,15,other,private,high school,7.9,76.5,yes,>60 min,yes,85.6,94.2,92.3,95.4
8767,15,female,private,post graduate,2.8,95.1,yes,15-30 min,no,74.0,69.2,58.3,70.3
14580,15,female,private,diploma,3.7,53.2,yes,30-60 min,yes,71.4,58.6,50.8,58.3
537,16,male,private,diploma,2.4,63.6,yes,30-60 min,no,55.1,40.4,47.3,40.5
1626,19,male,public,high school,5.7,59.9,yes,>60 min,no,72.1,51.1,48.9,62.7
10315,17,male,public,high school,7.2,98.0,yes,>60 min,no,79.4,100.0,90.9,93.9
7974,15,other,public,post graduate,1.4,67.7,yes,15-30 min,yes,19.3,53.9,27.1,45.8
8578,19,other,public,no formal,1.1,74.3,yes,>60 min,no,35.7,54.4,44.4,47.6
8071,14,male,private,high school,4.8,82.2,yes,<15 min,no,69.5,85.2,74.0,67.9
11474,17,male,private,post graduate,6.1,71.1,yes,<15 min,yes,61.7,55.9,52.0,67.3
8667,19,male,public,phd,6.7,98.0,no,30-60 min,yes,82.6,70.7,73.3,83.2
8610,14,other,private,high school,3.8,96.8,yes,>60 min,no,69.2,55.4,70.0,65.8
6491,19,other,private,no formal,4.1,88.2,yes,<15 min,yes,53.3,71.2,67.4,72.1
3601,16,male,private,high school,6.3,85.4,no,15-30 min,yes,93.3,90.7,85.8,90.6
6784,18,male,public,high school,2.5,94.1,yes,>60 min,no,61.9,42.3,58.3,49.0
13227,14,female,private,graduate,4.9,62.8,no,30-60 min,yes,52.5,51.5,44.7,56.8
9147,18,other,public,phd,0.8,51.9,yes,15-30 min,no,27.7,3.4,26.0,18.2
4972,16,other,public,graduate,7.4,53.9,yes,<15 min,yes,82.2,81.8,100.0,77.6
13051,14,other,private,graduate,2.4,51.8,yes,30-60 min,yes,35.8,46.8,48.3,38.5
13491,16,male,public,phd,5.8,85.0,yes,15-30 min,yes,58.8,65.0,69.3,74.7
1206,19,other,private,post graduate,0.6,57.3,yes,15-30 min,yes,35.4,53.1,30.4,37.7
12952,14,other,public,post graduate,4.2,75.8,yes,15-30 min,no,59.2,60.8,84.7,59.8
12313,17,female,public,graduate,5.2,98.0,yes,30-60 min,yes,81.6,100.0,85.2,87.1
1991,17,female,private,high school,7.1,59.2,no,>60 min,no,90.0,70.3,76.2,76.9
5300,19,other,private,high school,7.0,58.1,yes,30-60 min,no,85.4,74.0,70.0,77.0
12998,16,male,private,graduate,7.0,57.5,no,15-30 min,no,79.9,58.9,99.7,70.4
3573,18,female,public,diploma,6.7,62.2,yes,30-60 min,no,60.0,61.2,65.1,72.5
5976,17,male,public,no formal,4.2,92.5,yes,<15 min,yes,64.7,76.1,75.4,69.6
13473,14,female,private,diploma,2.0,82.0,yes,>60 min,no,48.5,45.6,44.4,41.1
6321,18,female,private,phd,2.8,86.8,yes,<15 min,yes,50.8,46.2,62.8,51.8
4381,19,male,public,high school,1.0,61.1,yes,15-30 min,no,49.9,29.0,33.9,32.9
12351,15,other,private,post graduate,3.7,96.9,yes,15-30 min,yes,52.0,46.6,53.9,62.3
13291,14,other,private,diploma,4.2,98.8,yes,>60 min,yes,72.5,87.4,69.2,75.8
4758,14,male,private,phd,2.1,90.2,no,<15 min,no,61.7,56.0,50.2,59.3
2714,17,other,private,diploma,3.9,55.8,yes,15-30 min,yes,50.6,62.1,43.2,61.2
10396,16,other,public,diploma,1.5,69.5,yes,30-60 min,yes,65.9,46.8,46.7,44.7
5589,18,other,private,post graduate,7.6,86.2,yes,30-60 min,yes,91.7,100.0,100.0,95.2
11313,18,female,private,high school,6.0,75.2,yes,30-60 min,yes,75.6,75.9,83.9,68.5
967,17,female,private,phd,2.1,96.6,yes,>60 min,yes,57.9,60.6,75.5,62.5
4945,14,other,public,post graduate,7.6,92.6,yes,30-60 min,yes,100.0,100.0,96.8,92.3
13396,14,male,public,diploma,4.3,85.8,no,<15 min,no,65.1,54.0,41.6,59.4
3433,15,other,private,post graduate,5.4,61.6,yes,<15 min,yes,48.1,68.2,66.0,64.8
689,16,other,private,no formal,3.6,69.1,yes,<15 min,yes,70.7,53.4,96.7,60.5
4244,14,other,public,high school,6.6,52.0,yes,30-60 min,no,48.4,68.5,65.5,64.4
3702,15,other,private,post graduate,7.9,54.3,no,30-60 min,yes,100.0,98.9,74.7,90.9
8534,16,female,private,graduate,1.3,68.8,yes,15-30 min,yes,25.3,23.8,36.0,30.6
